,AUC,accuracy,std
58,0.7442345295606165,0.818212675520353,0.017663714111363207
59,0.7219921785139177,0.8225499792334151,0.008574871600447438
60,0.7266433747412008,0.8231804366395836,0.012062366587085281
61,0.7258885438233263,0.8208918469217972,0.006909578023513405
62,0.7399499654934438,0.813096630318001,0.012262380864822238
63,0.7337531631009893,0.8131877896406066,0.01457151744679341
64,0.7384331147918104,0.8163062262779619,0.009443479303412598
65,0.74142368299977,0.8207477106286245,0.013651030858726166
66,0.736707786979526,0.8260055390383817,0.01778894357438784
67,0.7417328042328042,0.8242372858115736,0.013026434508523673
68,0.7378292500575109,0.8066088233780985,0.015878194251241665
69,0.735845123073384,0.8128798896664182,0.012339346250594508
70,0.7363195882217621,0.8104922101673786,0.02513784554947327
71,0.7353419024614678,0.817982855249895,0.01631857943368226
72,0.7401440648723259,0.8068220613450181,0.006555960490993871
73,0.7317474695192085,0.8159608429309101,0.009912106328005035
74,0.7300221417069243,0.822303570089088,0.010405524854249705
75,0.7351118587531631,0.8091666600052049,0.010580338668438348
76,0.7476995629169543,0.8168862689291467,0.012443589845834949
77,0.7352412583390844,0.8256738213683127,0.011371724315862416
78,0.7325382447665056,0.8127925518733905,0.013276725435167306
79,0.7360895445134575,0.8125381083454968,0.01182386162264106
80,0.7377789279963194,0.8174602011671348,0.014668933731069422
81,0.7201805843110192,0.828659119383129,0.010072870077324842
82,0.7494105129974695,0.8139846189699369,0.008640141249793428
83,0.7413517943409248,0.8240939237167867,0.014277756135944755
84,0.7397846215780998,0.8166159688157855,0.007851012216183187
85,0.7561680469289165,0.824859339881691,0.013355586779182383
86,0.7226104209799862,0.8297179512839861,0.011018961589090865
87,0.7257663331032896,0.8127588975881155,0.012323286670617805
88,0.7406400966183574,0.8183601265159899,0.011246821438453894
89,0.7513083735909823,0.8087892371957451,0.011002213198165193
90,0.7170821831147918,0.8053966263143723,0.01461974142460555
91,0.7384906257188865,0.8351513286285991,0.005423602987195702
92,0.7428327007131356,0.8008532253657566,0.009659907757365383
93,0.7449462272831837,0.8286779087441568,0.006275290855406729
94,0.7268518518518519,0.8331563805078808,0.014457051889271835
95,0.737498562226823,0.8164077537601988,0.011760080073875601
96,0.7157450540602716,0.8117859967814963,0.013715621610502366
97,0.7321931792040488,0.8300453694310315,0.012380042507872535
98,0.7258813549574419,0.7947863938723684,0.01214685943488593
99,0.730352829537612,0.8116128617442102,0.013924452891938272
100,0.7277648378191856,0.8195624468988955,0.02070276381511649
101,0.7256297446514838,0.8215003074594082,0.01540801361660683
102,0.7463480561306648,0.835411506806085,0.01545457127923878
103,0.7495614791810444,0.8128837262298131,0.01295844789939421
104,0.7385050034506556,0.8226020957465636,0.009063563077455683
105,0.7425020128824478,0.8186733567587821,0.013494403816958015
106,0.7315102369450194,0.8149462646128273,0.01446087216681153
107,0.7467434437543132,0.8251136391862689,0.018917027186655843
108,0.7473041752933057,0.8343515660244372,0.011692241062078819
109,0.7417184265010351,0.8232966057902237,0.008718602663987999
110,0.7412080170232344,0.8048691821087992,0.016311323113996506
111,0.7409276512537382,0.8258223692726698,0.0087845755892303
112,0.7460748792270531,0.8127665057701998,0.008218333766124113
113,0.75335720036807,0.8260065983974835,0.008680238455142425
114,0.7279158040027606,0.8099583170211536,0.015139745666481798
115,0.7334584195997239,0.8157431897567179,0.01070871639803559
116,0.7142785254198297,0.8076156134878893,0.006552676926453403
117,0.7295548654244306,0.8260683460481146,0.019210872893611397
118,0.7260826432022085,0.8227153141317389,0.015733852081055884
119,0.7414452495974235,0.8249745442354939,0.012780536156867446
120,0.7353203358638141,0.8367034913888947,0.010937178473558332
121,0.7260035656774787,0.8059625446057256,0.010849222403723541
122,0.732128479411088,0.8343378875606501,0.007383741915522205
123,0.7323800897170462,0.8180784238447792,0.006792468943325345
124,0.7307050839659536,0.8375127552297622,0.010011156831959044
125,0.7387709914883828,0.812142222862217,0.010215203806713834
126,0.7442345295606165,0.8278123182128446,0.008356101799048677
127,0.7367940533701403,0.8340278086529567,0.008160727011330998
128,0.7311364159190246,0.8225694949154316,0.015618140082626278
129,0.7493673798021623,0.8206054947231418,0.014239207111176233
130,0.7347308488612837,0.8055463803127354,0.010536310107063114
131,0.7406976075454337,0.8231409744229682,0.007772188256336552
132,0.7284262134805614,0.8050550856632916,0.01875844193699549
133,0.7300005751092707,0.8409147615831547,0.009841772177231254
134,0.740855762594893,0.8119167480717421,0.01058650719408963
135,0.7348386818495514,0.7967635462063505,0.0071054205187223995
136,0.7478720956981826,0.8232600256059159,0.008208317253542966
137,0.7412655279503106,0.8219550649409897,0.008846396090235072
138,0.7215967908902692,0.8055090684024074,0.014538692942654929
139,0.7471316425120772,0.8142643869389781,0.008384536313530144
140,0.7363339659535311,0.8214987983395238,0.012670636555151693
141,0.728850356567748,0.8282069163003015,0.005070902854528828
142,0.7210288704853922,0.8292927077258158,0.015993977925334663
143,0.7451331377961812,0.8176479487005803,0.010900356623718889
144,0.738454681389464,0.8078183382697409,0.010808554917562732
145,0.7443423625488843,0.8323931787365713,0.014943435104582002
146,0.7361686220381872,0.8033072009291521,0.017216173896273102
147,0.7184696342305037,0.8012369855364023,0.008690934446478
148,0.7420203588681848,0.8243409103808389,0.005991159039422168
149,0.7089300092017483,0.7747536277345689,0.02615925860328417
